,Unnamed: 0,customer,merchant,date,amount
487,487,Brittney Perritt,Bins,2019-04-04,39.99
488,488,Brittney Perritt,Bins,2019-04-04,39.99
489,489,Brittney Perritt,Gulgowski,2019-04-04,69.95
490,490,Brittney Perritt,Gulgowski,2019-04-04,69.95
491,491,Brittney Perritt,Gleason,2019-04-04,4.0
492,492,Brittney Perritt,Gleason,2019-04-04,4.0
493,493,Brittney Perritt,Grimes,2019-04-04,59.3
494,494,Brittney Perritt,Durgan,2019-04-04,35.04
495,495,Brittney Perritt,Durgan,2019-04-04,35.04
496,496,Brittney Perritt,Abernathy,2019-04-05,3.55
497,497,Brittney Perritt,Daniel,2019-04-05,2.4
498,498,Brittney Perritt,Borer,2019-04-05,17.93
499,499,Brittney Perritt,Gutmann,2019-04-05,2.99
500,500,Brittney Perritt,Abernathy,2019-04-05,3.55
501,501,Brittney Perritt,Bogan,2019-04-05,3.6
502,502,Brittney Perritt,Blanda,2019-04-05,24.0
503,503,Brittney Perritt,Gutmann,2019-04-05,4.84
504,504,Brittney Perritt,Gutmann,2019-04-05,2.99
505,505,Brittney Perritt,Gutmann,2019-04-05,4.84
506,506,Brittney Perritt,Blanda,2019-04-05,24.0
507,507,Brittney Perritt,Borer,2019-04-05,17.93
508,508,Brittney Perritt,Bogan,2019-04-05,3.6
509,509,Brittney Perritt,Daniel,2019-04-05,2.4
510,510,Brittney Perritt,Bogan,2019-04-06,16.05
511,511,Brittney Perritt,Bogan,2019-04-06,35.5
512,512,Brittney Perritt,Bogan,2019-04-06,10.1
513,513,Brittney Perritt,Bogan,2019-04-06,5.8
514,514,Brittney Perritt,Aufderhar,2019-04-06,91.17
515,515,Brittney Perritt,Bogan,2019-04-06,17.0
516,516,Brittney Perritt,Daniel,2019-04-07,2.4
517,517,Brittney Perritt,Flatley,2019-04-08,176.4
518,518,Brittney Perritt,Flatley,2019-04-08,176.4
519,519,Brittney Perritt,Bogan,2019-04-08,35.5
520,520,Brittney Perritt,Bogan,2019-04-08,17.0
521,521,Brittney Perritt,Aufderhar,2019-04-08,91.17
522,522,Brittney Perritt,Daniel,2019-04-08,4.6
523,523,Brittney Perritt,Bogan,2019-04-08,10.1
524,524,Brittney Perritt,Bogan,2019-04-08,27.66
525,525,Brittney Perritt,Bogan,2019-04-08,5.8
526,526,Brittney Perritt,Bogan,2019-04-08,16.05
527,527,Brittney Perritt,Bogan,2019-04-08,27.66
528,528,Brittney Perritt,Daniel,2019-04-08,4.6
529,529,Brittney Perritt,Daniel,2019-04-08,2.4
530,530,Brittney Perritt,Auer,2019-04-09,8.16
531,531,Brittney Perritt,Auer,2019-04-09,8.16
532,532,Brittney Perritt,Boehm,2019-04-09,0.79
533,533,Brittney Perritt,Boehm,2019-04-09,0.79
534,534,Brittney Perritt,Haag,2019-04-10,38.33
535,535,Brittney Perritt,Bogan,2019-04-10,8.0
536,536,Brittney Perritt,Bogan,2019-04-10,23.77
537,537,Brittney Perritt,Bogan,2019-04-10,23.77
538,538,Brittney Perritt,Auer,2019-04-10,6.66
539,539,Brittney Perritt,Bogan,2019-04-10,8.0
540,540,Brittney Perritt,Auer,2019-04-10,6.66
541,541,Brittney Perritt,Haag,2019-04-10,38.33
542,542,Brittney Perritt,Dicki,2019-04-11,37.99
543,543,Brittney Perritt,Berge,2019-04-11,13.38
544,544,Brittney Perritt,Dicki,2019-04-11,37.99
545,545,Brittney Perritt,Berge,2019-04-11,13.38
546,546,Brittney Perritt,Auer,2019-04-13,8.39
547,547,Brittney Perritt,Cremin,2019-04-13,54.52
548,548,Brittney Perritt,Hagenes,2019-04-13,24.69
549,549,Brittney Perritt,Hahn,2019-04-13,30.0
550,550,Brittney Perritt,Aufderhar,2019-04-13,97.18
552,552,Brittney Perritt,Ferry,2019-04-15,13.17
553,553,Brittney Perritt,Bednar,2019-04-15,12.83
554,554,Brittney Perritt,Cremin,2019-04-15,54.52
555,555,Brittney Perritt,Hahn,2019-04-15,30.0
556,556,Brittney Perritt,Auer,2019-04-15,8.39
557,557,Brittney Perritt,Aufderhar,2019-04-15,97.18
558,558,Brittney Perritt,Bednar,2019-04-15,12.83
559,559,Brittney Perritt,Abernathy,2019-04-15,5.0
560,560,Brittney Perritt,Abernathy,2019-04-15,5.0
561,561,Brittney Perritt,Hagenes,2019-04-15,24.69
562,562,Brittney Perritt,Ferry,2019-04-15,13.17
563,563,Brittney Perritt,Bogan,2019-04-16,6.0
564,564,Brittney Perritt,Bogan,2019-04-16,6.0
565,565,Brittney Perritt,Berge,2019-04-16,20.0
566,566,Brittney Perritt,Champlin,2019-04-16,23.58
567,567,Brittney Perritt,Berge,2019-04-16,20.0
568,568,Brittney Perritt,Aufderhar,2019-04-16,82.4
569,569,Brittney Perritt,Aufderhar,2019-04-16,82.4
570,570,Brittney Perritt,Champlin,2019-04-16,23.58
571,571,Brittney Perritt,Aufderhar,2019-04-17,16.24
572,572,Brittney Perritt,Christiansen,2019-04-17,11.27
573,573,Brittney Perritt,Cartwright,2019-04-17,17.33
574,574,Brittney Perritt,Christiansen,2019-04-17,13.91
575,575,Brittney Perritt,Christiansen,2019-04-17,11.27
576,576,Brittney Perritt,Christiansen,2019-04-17,13.91
577,577,Brittney Perritt,Cartwright,2019-04-17,17.33
578,578,Brittney Perritt,Aufderhar,2019-04-17,16.24
579,579,Brittney Perritt,Cremin,2019-04-18,11.7
580,580,Brittney Perritt,Cremin,2019-04-18,11.7
581,581,Brittney Perritt,Doyle,2019-04-18,6.48
582,582,Brittney Perritt,Haley,2019-04-18,45.0
583,583,Brittney Perritt,Doyle,2019-04-18,16.19
584,584,Brittney Perritt,Doyle,2019-04-18,3.6
585,585,Brittney Perritt,Doyle,2019-04-18,6.95
586,586,Brittney Perritt,Doyle,2019-04-18,1.9
587,587,Brittney Perritt,Doyle,2019-04-18,6.48
588,588,Brittney Perritt,Doyle,2019-04-18,6.95
589,589,Brittney Perritt,Doyle,2019-04-18,16.19
590,590,Brittney Perritt,Halvorson,2019-04-18,42.5
591,591,Brittney Perritt,Haley,2019-04-18,45.0
592,592,Brittney Perritt,Doyle,2019-04-18,1.9
593,593,Brittney Perritt,Doyle,2019-04-18,3.6
594,594,Brittney Perritt,Halvorson,2019-04-18,42.5
595,595,Brittney Perritt,Farrell,2019-04-19,10.19
596,596,Brittney Perritt,Crist,2019-04-19,124.49
597,597,Brittney Perritt,Bednar,2019-04-20,37.6
598,598,Brittney Perritt,Bednar,2019-04-20,2.7
599,599,Brittney Perritt,Doyle,2019-04-20,7.99
600,600,Brittney Perritt,Hamill,2019-04-20,7.99
601,601,Brittney Perritt,Doyle,2019-04-20,10.72
602,602,Brittney Perritt,Auer,2019-04-20,0.99
603,603,Brittney Perritt,Doyle,2019-04-20,5.65
604,604,Brittney Perritt,Doyle,2019-04-21,8.74
605,605,Brittney Perritt,Farrell,2019-04-21,25.5
606,606,Brittney Perritt,Hansen,2019-04-21,19.99
607,607,Brittney Perritt,Doyle,2019-04-22,10.47
608,608,Brittney Perritt,Cremin,2019-04-22,16.04
609,609,Brittney Perritt,Doyle,2019-04-22,2.75
610,610,Brittney Perritt,Doyle,2019-04-22,4.58
611,611,Brittney Perritt,Doyle,2019-04-23,10.72
612,612,Brittney Perritt,Bogan,2019-04-23,40.7
613,613,Brittney Perritt,Doyle,2019-04-23,2.75
614,614,Brittney Perritt,Bednar,2019-04-23,22.35
615,615,Brittney Perritt,Doyle,2019-04-23,5.65
616,616,Brittney Perritt,Farrell,2019-04-23,10.19
617,617,Brittney Perritt,Bogan,2019-04-23,40.7
618,618,Brittney Perritt,Bednar,2019-04-23,2.7
619,619,Brittney Perritt,Hansen,2019-04-23,19.99
620,620,Brittney Perritt,Crist,2019-04-23,124.49
621,621,Brittney Perritt,Conroy,2019-04-23,83.99
622,622,Brittney Perritt,Farrell,2019-04-23,25.5
623,623,Brittney Perritt,Doyle,2019-04-23,7.99
624,624,Brittney Perritt,Bednar,2019-04-23,37.6
625,625,Brittney Perritt,Cole,2019-04-23,115.18
626,626,Brittney Perritt,Auer,2019-04-23,0.99
627,627,Brittney Perritt,Doyle,2019-04-23,10.47
628,628,Brittney Perritt,Harber,2019-04-23,33.45
629,629,Brittney Perritt,Cremin,2019-04-23,16.04
630,630,Brittney Perritt,Cole,2019-04-23,115.18
631,631,Brittney Perritt,Doyle,2019-04-23,8.74
632,632,Brittney Perritt,Doyle,2019-04-23,4.58
633,633,Brittney Perritt,Conroy,2019-04-23,83.99
634,634,Brittney Perritt,Bednar,2019-04-23,22.35
635,635,Brittney Perritt,Harber,2019-04-23,33.45
636,636,Brittney Perritt,Hamill,2019-04-23,7.99
637,637,Brittney Perritt,Crist,2019-04-24,47.39
638,638,Brittney Perritt,Crist,2019-04-24,47.39
639,639,Brittney Perritt,Doyle,2019-04-24,4.95
640,640,Brittney Perritt,Doyle,2019-04-24,4.95
641,641,Brittney Perritt,Doyle,2019-04-24,6.77
642,642,Brittney Perritt,Corkery,2019-04-24,14.99
643,643,Brittney Perritt,Corkery,2019-04-24,14.99
644,644,Brittney Perritt,Brown,2019-04-24,2.45
645,645,Brittney Perritt,Doyle,2019-04-24,9.52
646,646,Brittney Perritt,Doyle,2019-04-24,9.52
647,647,Brittney Perritt,Doyle,2019-04-24,6.77
648,648,Brittney Perritt,Brown,2019-04-24,2.45
649,649,Brittney Perritt,Doyle,2019-04-25,9.59
650,650,Brittney Perritt,Doyle,2019-04-25,13.21
651,651,Brittney Perritt,Doyle,2019-04-25,9.59
652,652,Brittney Perritt,Doyle,2019-04-25,13.21
653,653,Brittney Perritt,Farrell,2019-04-25,12.2
654,654,Brittney Perritt,Farrell,2019-04-25,12.2
655,655,Brittney Perritt,Doyle,2019-04-26,4.79
656,656,Brittney Perritt,Doyle,2019-04-26,4.79
657,657,Brittney Perritt,Doyle,2019-04-26,8.89
658,658,Brittney Perritt,Aufderhar,2019-04-26,43.29
659,659,Brittney Perritt,Doyle,2019-04-26,8.89
660,660,Brittney Perritt,Auer,2019-04-26,29.94
661,661,Brittney Perritt,Doyle,2019-04-26,4.53
662,662,Brittney Perritt,Aufderhar,2019-04-26,43.29
663,663,Brittney Perritt,Auer,2019-04-26,29.94
664,664,Brittney Perritt,Doyle,2019-04-26,4.53
665,665,Brittney Perritt,Brown,2019-04-27,3.45
666,666,Brittney Perritt,Doyle,2019-04-27,3.15
667,667,Brittney Perritt,Aufderhar,2019-04-27,42.09
668,668,Brittney Perritt,Doyle,2019-04-27,5.09
669,669,Brittney Perritt,Hagenes,2019-04-27,24.69
670,670,Brittney Perritt,Bogan,2019-04-28,45.76
671,671,Brittney Perritt,Bogan,2019-04-28,19.0
672,672,Brittney Perritt,Auer,2019-04-28,18.5
673,673,Brittney Perritt,Heaney,2019-04-28,10.5
674,674,Brittney Perritt,Bogan,2019-04-28,5.0
675,675,Brittney Perritt,Daniel,2019-04-28,2.2
676,676,Brittney Perritt,Hagenes,2019-04-28,10.25
677,677,Brittney Perritt,Hagenes,2019-04-29,10.25
678,678,Brittney Perritt,Auer,2019-04-29,12.0
679,679,Brittney Perritt,Auer,2019-04-29,4.95
680,680,Brittney Perritt,Doyle,2019-04-29,3.15
681,681,Brittney Perritt,Aufderhar,2019-04-29,42.09
682,682,Brittney Perritt,Crona,2019-04-29,6.0
683,683,Brittney Perritt,Aufderhar,2019-04-29,12.0
684,684,Brittney Perritt,Crona,2019-04-29,6.0
685,685,Brittney Perritt,Auer,2019-04-29,12.0
686,686,Brittney Perritt,Bogan,2019-04-29,5.0
687,687,Brittney Perritt,Brown,2019-04-29,3.45
688,688,Brittney Perritt,Hagenes,2019-04-29,24.69
689,689,Brittney Perritt,Aufderhar,2019-04-29,12.0
690,690,Brittney Perritt,Bogan,2019-04-29,45.76
691,691,Brittney Perritt,Bogan,2019-04-29,19.0
692,692,Brittney Perritt,Doyle,2019-04-29,5.09
693,693,Brittney Perritt,Auer,2019-04-29,4.95
694,694,Brittney Perritt,Feest,2019-04-29,3.99
695,695,Brittney Perritt,Daniel,2019-04-29,2.2
696,696,Brittney Perritt,Heaney,2019-04-29,10.5
697,697,Brittney Perritt,Feest,2019-04-29,3.99
698,698,Brittney Perritt,Auer,2019-04-29,18.5
699,699,Brittney Perritt,Bednar,2019-04-30,14.57
700,700,Brittney Perritt,Bednar,2019-04-30,30.05
701,701,Brittney Perritt,Doyle,2019-04-30,4.67
702,702,Brittney Perritt,Doyle,2019-04-30,4.67
703,703,Brittney Perritt,Hahn,2019-04-30,20.0
704,704,Brittney Perritt,Hahn,2019-04-30,20.0
705,705,Brittney Perritt,Bednar,2019-04-30,14.57
706,706,Brittney Perritt,Bednar,2019-04-30,30.05
707,707,Brittney Perritt,Bartell,2019-05-01,54.9
708,708,Brittney Perritt,Bogisich,2019-05-01,2.35
709,709,Brittney Perritt,Beatty,2019-05-01,38.1
710,710,Brittney Perritt,Ferry,2019-05-01,21.88
711,711,Brittney Perritt,Brown,2019-05-01,2.45
712,712,Brittney Perritt,Bechtelar,2019-05-01,28.04
713,713,Brittney Perritt,Brown,2019-05-01,2.45
714,714,Brittney Perritt,Barrows,2019-05-01,25.95
715,715,Brittney Perritt,Bogisich,2019-05-01,2.35
716,716,Brittney Perritt,Bailey,2019-05-01,12.83
717,717,Brittney Perritt,Bailey,2019-05-01,12.83
718,718,Brittney Perritt,Barrows,2019-05-01,25.95
719,719,Brittney Perritt,Bednar,2019-05-01,17.49
720,720,Brittney Perritt,Barrows,2019-05-01,25.95
721,721,Brittney Perritt,Beatty,2019-05-01,38.1
722,722,Brittney Perritt,Balistreri,2019-05-01,152.0
723,723,Brittney Perritt,Bartell,2019-05-01,54.9
724,724,Brittney Perritt,Barrows,2019-05-01,25.95
725,725,Brittney Perritt,Ferry,2019-05-01,21.88
726,726,Brittney Perritt,Balistreri,2019-05-01,152.0
727,727,Brittney Perritt,Bechtelar,2019-05-01,28.04
728,728,Brittney Perritt,Bednar,2019-05-01,17.49
729,729,Brittney Perritt,Berge,2019-05-02,7.99
730,730,Brittney Perritt,Doyle,2019-05-02,2.98
732,732,Brittney Perritt,Berge,2019-05-02,7.99
733,733,Brittney Perritt,Harber,2019-05-02,24.25
734,734,Brittney Perritt,Harber,2019-05-02,24.25
735,735,Brittney Perritt,Doyle,2019-05-02,2.98
736,736,Brittney Perritt,Heathcote,2019-05-03,1.59
737,737,Brittney Perritt,Aufderhar,2019-05-03,60.36
738,738,Brittney Perritt,Aufderhar,2019-05-03,60.36
739,739,Brittney Perritt,Heathcote,2019-05-03,1.59
740,740,Brittney Perritt,Heathcote,2019-05-03,1.59
741,741,Brittney Perritt,Bogan,2019-05-03,9.2
742,742,Brittney Perritt,Auer,2019-05-03,19.99
743,743,Brittney Perritt,Auer,2019-05-03,19.99
744,744,Brittney Perritt,Bogan,2019-05-03,9.2
745,745,Brittney Perritt,Heathcote,2019-05-03,1.59
746,746,Brittney Perritt,Haag,2019-05-04,9.99
747,747,Brittney Perritt,Berge,2019-05-04,2.55
748,748,Brittney Perritt,Haag,2019-05-04,35.0
749,749,Brittney Perritt,Halvorson,2019-05-04,12.0
750,750,Brittney Perritt,Bogisich,2019-05-04,5.2
751,751,Brittney Perritt,Brown,2019-05-04,2.45
752,752,Brittney Perritt,Bins,2019-05-04,43.43
753,753,Brittney Perritt,Auer,2019-05-05,13.95
754,754,Brittney Perritt,Bednar,2019-05-06,46.14
755,755,Brittney Perritt,Heller,2019-05-06,33.6
756,756,Brittney Perritt,Gulgowski,2019-05-07,69.95
757,757,Brittney Perritt,Gulgowski,2019-05-07,69.95
758,758,Brittney Perritt,Aufderhar,2019-05-07,3.2
759,759,Brittney Perritt,Berge,2019-05-07,11.99
760,760,Brittney Perritt,Berge,2019-05-07,11.99
761,761,Brittney Perritt,Halvorson,2019-05-07,12.0
762,762,Brittney Perritt,Aufderhar,2019-05-07,60.96
763,763,Brittney Perritt,Bins,2019-05-07,43.43
764,764,Brittney Perritt,Bins,2019-05-07,21.96
765,765,Brittney Perritt,Brown,2019-05-07,2.45
766,766,Brittney Perritt,Bins,2019-05-07,21.96
767,767,Brittney Perritt,Heller,2019-05-07,33.6
768,768,Brittney Perritt,Bednar,2019-05-07,46.14
769,769,Brittney Perritt,Aufderhar,2019-05-07,60.96
770,770,Brittney Perritt,Bogisich,2019-05-07,5.2
771,771,Brittney Perritt,Becker,2019-05-07,40.67
772,772,Brittney Perritt,Haag,2019-05-07,9.99
773,773,Brittney Perritt,Haag,2019-05-07,35.0
774,774,Brittney Perritt,Auer,2019-05-07,13.95
775,775,Brittney Perritt,Bins,2019-05-07,19.86
776,776,Brittney Perritt,Aufderhar,2019-05-07,3.2
777,777,Brittney Perritt,Berge,2019-05-07,2.55
778,778,Brittney Perritt,Bins,2019-05-07,19.86
779,779,Brittney Perritt,Becker,2019-05-07,40.67
780,780,Brittney Perritt,Brown,2019-05-08,3.45
781,781,Brittney Perritt,Brown,2019-05-08,3.45
782,782,Brittney Perritt,Aufderhar,2019-05-08,71.55
783,783,Brittney Perritt,Aufderhar,2019-05-08,71.55
784,784,Brittney Perritt,Bogan,2019-05-08,8.2
785,785,Brittney Perritt,Bogan,2019-05-08,8.2
786,786,Brittney Perritt,Bednar,2019-05-09,10.73
787,787,Brittney Perritt,Boehm,2019-05-09,0.79
788,788,Brittney Perritt,Bednar,2019-05-09,10.73
789,789,Brittney Perritt,Blanda,2019-05-09,24.57
790,790,Brittney Perritt,Blanda,2019-05-09,24.57
791,791,Brittney Perritt,Boehm,2019-05-09,0.79
792,792,Brittney Perritt,Daniel,2019-05-10,4.8
793,793,Brittney Perritt,Bednar,2019-05-10,20.72
794,794,Brittney Perritt,Daniel,2019-05-10,4.8
795,795,Brittney Perritt,Bednar,2019-05-10,20.72
796,796,Brittney Perritt,Brown,2019-05-11,2.45
797,797,Brittney Perritt,Daniel,2019-05-11,5.1
798,798,Brittney Perritt,Ferry,2019-05-11,11.8
799,799,Brittney Perritt,Bednar,2019-05-11,6.0
800,800,Brittney Perritt,Auer,2019-05-11,11.6
801,801,Brittney Perritt,Auer,2019-05-12,2.52
802,802,Brittney Perritt,Bednar,2019-05-13,46.93
803,803,Brittney Perritt,Auer,2019-05-13,2.52
804,804,Brittney Perritt,Daniel,2019-05-13,5.1
805,805,Brittney Perritt,Auer,2019-05-13,11.6
806,806,Brittney Perritt,Brown,2019-05-13,2.45
807,807,Brittney Perritt,Conn,2019-05-13,6.93
808,808,Brittney Perritt,Conn,2019-05-13,1.0
809,809,Brittney Perritt,Conn,2019-05-13,1.0
810,810,Brittney Perritt,Bednar,2019-05-13,6.0
811,811,Brittney Perritt,Conn,2019-05-13,6.93
812,812,Brittney Perritt,Ferry,2019-05-13,11.8
813,813,Brittney Perritt,Bednar,2019-05-13,46.93
814,814,Brittney Perritt,Auer,2019-05-14,9.51
815,815,Brittney Perritt,Auer,2019-05-14,6.0
816,816,Brittney Perritt,Auer,2019-05-14,19.41
817,817,Brittney Perritt,Auer,2019-05-14,19.41
818,818,Brittney Perritt,Auer,2019-05-14,9.51
819,819,Brittney Perritt,Auer,2019-05-14,6.0
820,820,Brittney Perritt,Cartwright,2019-05-15,17.33
821,821,Brittney Perritt,Aufderhar,2019-05-15,67.69
822,822,Brittney Perritt,Auer,2019-05-15,5.42
823,823,Brittney Perritt,Auer,2019-05-15,6.11
824,824,Brittney Perritt,Auer,2019-05-15,13.99
825,825,Brittney Perritt,Brown,2019-05-15,2.45
826,826,Brittney Perritt,Aufderhar,2019-05-15,4.49
827,827,Brittney Perritt,Berge,2019-05-15,41.99
829,829,Brittney Perritt,Auer,2019-05-15,3.07
830,830,Brittney Perritt,Brown,2019-05-15,2.45
831,831,Brittney Perritt,Cartwright,2019-05-15,17.33
832,832,Brittney Perritt,Aufderhar,2019-05-15,67.69
833,833,Brittney Perritt,Aufderhar,2019-05-15,4.49
834,834,Brittney Perritt,Auer,2019-05-15,6.11
835,835,Brittney Perritt,Berge,2019-05-15,41.99
836,836,Brittney Perritt,Auer,2019-05-15,3.07
837,837,Brittney Perritt,Auer,2019-05-15,5.42
838,838,Brittney Perritt,Auer,2019-05-15,13.99
839,839,Brittney Perritt,Doyle,2019-05-16,1.19
840,840,Brittney Perritt,Bogan,2019-05-16,47.88
841,841,Brittney Perritt,Doyle,2019-05-16,1.19
842,842,Brittney Perritt,Doyle,2019-05-16,7.07
843,843,Brittney Perritt,Champlin,2019-05-16,23.58
844,844,Brittney Perritt,Bogan,2019-05-16,47.88
845,845,Brittney Perritt,Bins,2019-05-16,26.96
846,846,Brittney Perritt,Champlin,2019-05-16,23.58
847,847,Brittney Perritt,Bins,2019-05-16,26.96
848,848,Brittney Perritt,Doyle,2019-05-16,7.07
849,849,Brittney Perritt,DuBuque,2019-05-17,49.0
850,850,Brittney Perritt,Christiansen,2019-05-17,11.27
851,851,Brittney Perritt,Bogan,2019-05-17,16.75
852,852,Brittney Perritt,Christiansen,2019-05-17,13.91
853,853,Brittney Perritt,Bogan,2019-05-17,16.75
854,854,Brittney Perritt,Christiansen,2019-05-17,11.27
855,855,Brittney Perritt,DuBuque,2019-05-17,49.0
856,856,Brittney Perritt,Bogan,2019-05-17,3.0
857,857,Brittney Perritt,Bogan,2019-05-17,3.0
858,858,Brittney Perritt,Christiansen,2019-05-17,13.91
859,859,Brittney Perritt,Bogan,2019-05-17,6.0
860,860,Brittney Perritt,Bogan,2019-05-17,6.0
861,861,Brittney Perritt,Doyle,2019-05-18,2.38
862,862,Brittney Perritt,Brown,2019-05-18,2.45
863,863,Brittney Perritt,Auer,2019-05-18,6.75
864,864,Brittney Perritt,Auer,2019-05-18,12.69
865,865,Brittney Perritt,Bogan,2019-05-19,19.5
866,866,Brittney Perritt,Aufderhar,2019-05-19,33.26
867,867,Brittney Perritt,Brown,2019-05-20,2.45
868,868,Brittney Perritt,Auer,2019-05-20,12.69
869,869,Brittney Perritt,Auer,2019-05-20,6.75
870,870,Brittney Perritt,Doyle,2019-05-20,2.38
871,871,Brittney Perritt,Hamill,2019-05-20,7.99
872,872,Brittney Perritt,Bogan,2019-05-20,19.5
873,873,Brittney Perritt,Farrell,2019-05-20,21.5
874,874,Brittney Perritt,Aufderhar,2019-05-20,33.26
875,875,Brittney Perritt,Hamill,2019-05-20,7.99
876,876,Brittney Perritt,Farrell,2019-05-20,21.5
877,877,Brittney Perritt,Cole,2019-05-21,115.18
878,878,Brittney Perritt,Bednar,2019-05-21,58.28
879,879,Brittney Perritt,Cole,2019-05-21,115.18
880,880,Brittney Perritt,Bednar,2019-05-21,58.28
881,881,Brittney Perritt,Bins,2019-05-22,18.28
882,882,Brittney Perritt,Conroy,2019-05-22,79.0
883,883,Brittney Perritt,Conn,2019-05-22,11.99
884,884,Brittney Perritt,Conn,2019-05-22,1.0
885,885,Brittney Perritt,Conn,2019-05-22,6.25
886,886,Brittney Perritt,Bins,2019-05-22,18.28
887,887,Brittney Perritt,Conn,2019-05-22,11.99
888,888,Brittney Perritt,Conn,2019-05-22,1.0
889,889,Brittney Perritt,Conroy,2019-05-22,79.0
890,890,Brittney Perritt,Conn,2019-05-22,1.0
891,891,Brittney Perritt,Conn,2019-05-22,1.0
892,892,Brittney Perritt,Conn,2019-05-22,6.25
893,893,Brittney Perritt,Bogan,2019-05-23,18.65
894,894,Brittney Perritt,Bogan,2019-05-23,18.65
895,895,Brittney Perritt,Hermann,2019-05-24,17.2
896,896,Brittney Perritt,Hermann,2019-05-24,17.2
897,897,Brittney Perritt,Corkery,2019-05-24,14.99
898,898,Brittney Perritt,Corkery,2019-05-24,14.99
899,899,Brittney Perritt,Aufderhar,2019-05-25,121.64
900,900,Brittney Perritt,Bednar,2019-05-26,5.2
901,901,Brittney Perritt,Borer,2019-05-26,3.99
902,902,Brittney Perritt,Bins,2019-05-26,13.65
903,903,Brittney Perritt,Farrell,2019-05-27,19.25
904,904,Brittney Perritt,Bednar,2019-05-27,37.63
905,905,Brittney Perritt,Aufderhar,2019-05-27,53.44
906,906,Brittney Perritt,Ferry,2019-05-27,6.54
907,907,Brittney Perritt,Aufderhar,2019-05-27,53.39
908,908,Brittney Perritt,Ferry,2019-05-28,6.54
909,909,Brittney Perritt,Aufderhar,2019-05-28,121.64
910,910,Brittney Perritt,Hansen,2019-05-28,16.99
911,911,Brittney Perritt,Hermiston,2019-05-28,31.82
912,912,Brittney Perritt,Borer,2019-05-28,3.99
913,913,Brittney Perritt,Crona,2019-05-28,8.0
914,914,Brittney Perritt,Farrell,2019-05-28,19.25
915,915,Brittney Perritt,Bins,2019-05-28,13.65
916,916,Brittney Perritt,Aufderhar,2019-05-28,53.39
917,917,Brittney Perritt,Bednar,2019-05-28,5.2
918,918,Brittney Perritt,Hessel,2019-05-28,49.99
919,919,Brittney Perritt,Aufderhar,2019-05-28,53.44
920,920,Brittney Perritt,Hansen,2019-05-28,16.99
921,921,Brittney Perritt,Hermiston,2019-05-28,31.82
922,922,Brittney Perritt,Hermiston,2019-05-28,5.78
923,923,Brittney Perritt,Hermiston,2019-05-28,5.78
924,924,Brittney Perritt,Hessel,2019-05-28,49.99
925,925,Brittney Perritt,Crona,2019-05-28,8.0
926,926,Brittney Perritt,Bednar,2019-05-28,37.63
927,927,Brittney Perritt,Feest,2019-05-29,3.99
928,928,Brittney Perritt,Brown,2019-05-29,4.1
929,929,Brittney Perritt,Brown,2019-05-29,4.1
930,930,Brittney Perritt,Feest,2019-05-29,3.99
931,931,Brittney Perritt,Aufderhar,2019-05-29,4.2
932,932,Brittney Perritt,Aufderhar,2019-05-29,54.74
933,933,Brittney Perritt,Aufderhar,2019-05-29,4.2
934,934,Brittney Perritt,Aufderhar,2019-05-29,54.74
935,935,Brittney Perritt,Daniel,2019-05-30,2.75
936,936,Brittney Perritt,Daniel,2019-05-30,2.75
937,937,Brittney Perritt,Heaney,2019-05-30,35.05
938,938,Brittney Perritt,Auer,2019-05-30,31.98
939,939,Brittney Perritt,Heaney,2019-05-30,35.05
940,940,Brittney Perritt,Auer,2019-05-30,31.98
941,941,Brittney Perritt,Berge,2019-05-31,17.95
942,942,Brittney Perritt,Auer,2019-05-31,7.98
943,943,Brittney Perritt,Berge,2019-05-31,17.95
944,944,Brittney Perritt,Auer,2019-05-31,7.98
945,945,Brittney Perritt,Hettinger,2019-06-01,4.98
946,946,Brittney Perritt,Daniel,2019-06-01,5.1
948,948,Brittney Perritt,Bogan,2019-06-01,25.47
949,949,Brittney Perritt,Dicki,2019-06-01,53.72
950,950,Brittney Perritt,Brown,2019-06-01,2.45
951,951,Brittney Perritt,Douglas,2019-06-02,138.0
952,952,Brittney Perritt,Bins,2019-06-02,28.47
953,953,Brittney Perritt,Aufderhar,2019-06-02,37.43
954,954,Brittney Perritt,Beatty,2019-06-03,38.1
955,955,Brittney Perritt,Barrows,2019-06-03,25.95
956,956,Brittney Perritt,Becker,2019-06-03,40.13
957,957,Brittney Perritt,Bechtelar,2019-06-03,28.04
958,958,Brittney Perritt,Barrows,2019-06-03,25.95
959,959,Brittney Perritt,Bechtelar,2019-06-03,28.04
960,960,Brittney Perritt,Harber,2019-06-03,24.25
961,961,Brittney Perritt,Beatty,2019-06-03,38.1
962,962,Brittney Perritt,Bins,2019-06-03,28.47
963,963,Brittney Perritt,Hettinger,2019-06-03,4.98
964,964,Brittney Perritt,Bartell,2019-06-03,54.92
965,965,Brittney Perritt,Aufderhar,2019-06-03,37.43
966,966,Brittney Perritt,Balistreri,2019-06-03,152.0
967,967,Brittney Perritt,Bailey,2019-06-03,12.83
968,968,Brittney Perritt,Auer,2019-06-03,1.04
969,969,Brittney Perritt,Becker,2019-06-03,40.13
970,970,Brittney Perritt,Brown,2019-06-03,2.45
971,971,Brittney Perritt,Bartell,2019-06-03,54.92
972,972,Brittney Perritt,Balistreri,2019-06-03,152.0
